run_dir,run_label,model,prompt_format,max_new_tokens,kl_risk_threshold,uckv_risk_tolerance,split,policy,prompts,steps,avg_kl,p95_kl,max_kl,top1_mismatch_rate,avg_retained_ratio,avg_kept_tokens,avg_full_tokens,avg_replay_s_per_step,replay_metric_source,uckv_fallback_steps
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,full,72,1728,0.0,0.0,0.0,0.0,1.0,286.40277777777777,286.40277777777777,0.1281242488662765,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_128,72,1728,0.3403959897126057,2.988451361656188,9.13864803314209,0.0769675925925925,0.5078501919135052,132.0,286.40277777777777,0.1311274624068674,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_192,72,1728,0.1562340990308145,0.3334492251276916,8.252137184143066,0.0364583333333333,0.7217677223333218,190.47222222222223,286.40277777777777,0.1316122853247213,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_256,72,1728,0.1309333098423251,0.0856548782438037,8.059635162353516,0.0295138888888888,0.8633567818102599,235.44444444444449,286.40277777777777,0.1298408631846204,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_32,72,1728,0.7467820864629694,4.247460222244262,8.032949447631836,0.1608796296296296,0.1385045977945923,36.0,286.40277777777777,0.1314619656371144,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_320,72,1728,0.0629221012336234,0.01934966892004,7.1046528816223145,0.0144675925925925,0.9499929635773045,266.5532407407408,286.40277777777777,0.1300120911451914,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_384,72,1728,0.000875072667615,0.0002399957978923,0.141376331448555,0.0,0.9926025180932776,283.4068287037037,286.40277777777777,0.1264694914379847,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,sink4_window_64,72,1728,0.5303931612949443,3.531062602996821,9.330739974975586,0.1192129629629629,0.2616197958342299,68.0,286.40277777777777,0.130343819253489,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,uckv_budget,72,1728,0.1928559798457839,1.2900340855121486,8.941717147827148,0.0480324074074074,0.6725891792205757,189.953125,286.40277777777777,0.1241043440896747,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,uckv_entropy_adaptive,72,1728,1.9288804187169253,7.528501439094538,13.48934268951416,0.3663194444444444,0.0635709753329951,16.375578703703702,286.40277777777777,0.128062725983303,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,calibration,window_16,72,1728,6.9996704642005705,20.521971321105948,32.041133880615234,0.8177083333333334,0.0615575990198188,16.0,286.40277777777777,0.1331023621498759,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,full,72,1728,0.0,0.0,0.0,0.0,1.0,287.59722222222223,287.59722222222223,0.1285711919149434,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_128,72,1728,0.3748174980527005,3.062589526176452,11.71992015838623,0.1006944444444444,0.5063641939273721,132.0,287.59722222222223,0.1323157091741854,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_192,72,1728,0.2055625241853695,1.4905457794666168,7.755597114562988,0.058449074074074,0.7188848343149373,190.36111111111111,287.59722222222223,0.1316112329994346,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_256,72,1728,0.1299609921331308,0.1117471560835836,7.127792835235596,0.0364583333333333,0.8622101324455976,235.9641203703704,287.59722222222223,0.1293805850921132,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_32,72,1728,0.7236606213517439,4.442391061782836,11.579944610595703,0.1672453703703703,0.138099325616556,36.0,287.59722222222223,0.1310805606921416,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_320,72,1728,0.0646875179270304,0.0191687964834272,7.027772903442383,0.015625,0.9488532112549276,267.13715277777777,287.59722222222223,0.1277778140422217,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_384,72,1728,0.0006348741361405,0.0007948988059069,0.0909415930509567,0.0,0.990991131382651,283.92534722222223,287.59722222222223,0.1268050402441581,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,sink4_window_64,72,1728,0.5674993388360957,3.8809163212776143,11.707045555114746,0.1383101851851851,0.2608542817201613,68.0,287.59722222222223,0.1314552992123565,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,uckv_budget,72,1728,0.204961452951067,1.4186335861682535,8.348984718322754,0.0607638888888888,0.6737000732341684,190.87673611111111,287.59722222222223,0.1248217146995826,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,uckv_entropy_adaptive,72,1728,1.8000167859725398,8.1612799167633,17.043075561523438,0.333912037037037,0.0652523544269454,16.89236111111111,287.59722222222223,0.1290963228443784,actual_replay,
outputs/experiments/20260709_073237_333891_final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384_HuggingFaceTB__SmolLM2-135M-Instruct,final_smollm2_chat_retrieval144_seed29_thr01_tol05_w384,HuggingFaceTB/SmolLM2-135M-Instruct,chat_template,24,0.01,0.5,evaluation,window_16,72,1728,6.397395483783856,19.347854232788084,28.87459754943848,0.7748842592592593,0.0613774780518026,16.0,287.59722222222223,0.1333542621302041,actual_replay,
