run_dir,run_label,seed_id,model,max_prompts,max_new_tokens,uckv2_lambda,uckv2_beta,uckv2_evict_every,split,policy,task_type,prompts,answer_contains,avg_kept_tokens,fallback_steps,abstain_steps,avg_prefill_s,avg_decode_s,decode_tokens_per_s,peak_cache_bytes,avg_cache_bytes,cuda_peak_delta_bytes,avg_selector_elapsed_s,avg_selector_decode_fraction,avg_eviction_count,avg_entropy_gate,family,budget
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_128,kv_retrieval,48,0.4166666666666667,128.0,0,0,0.1647165390625863,3.5514800624381078,6.8289471985518135,18201600,5898240.0,0,,,24.0,,H2O,128.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_192,kv_retrieval,48,0.5416666666666666,187.6996527777778,0,0,0.1660645147091296,3.597601572894746,6.821803454929583,18201600,8649200.0,0,,,24.0,,H2O,192.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_256,kv_retrieval,48,0.6666666666666666,233.79079861111111,0,0,0.177074039041751,3.569181062437565,6.91743144464937,18201600,10773080.0,0,,,24.0,,H2O,256.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_96,kv_retrieval,48,0.3541666666666667,96.0,0,0,0.1692954148951078,3.769499286416855,6.505114983948239,18201600,4423680.0,0,,,24.0,,H2O,96.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_128,kv_retrieval,48,0.4375,133.875,0,0,0.1673562448137696,3.436788603208697,7.092661475967273,18201600,6168960.0,0,0.162377963286417,0.0439213067478655,2.0,0.2358594484691842,UCKV2,128.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_192,kv_retrieval,48,0.6041666666666666,192.11458333333331,0,0,0.1600820763536224,3.4554245157284336,7.081720823765029,18201600,8852640.0,0,0.1955525093326287,0.0513088586841369,2.0,0.2117126519008511,UCKV2,192.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_256,kv_retrieval,48,0.8333333333333334,236.890625,0,0,0.1582240191249487,3.525464967000213,6.956935671229139,18201600,10915920.0,0,0.242531078738466,0.0620809031766004,2.0,0.199509284894564,UCKV2,256.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_96,kv_retrieval,48,0.3958333333333333,101.875,0,0,0.2886116363115434,3.4160150894595063,7.116104937923383,18201600,4694400.0,0,0.1776382884587898,0.0489132205291749,2.0,0.2513076837452848,UCKV2,96.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,full,kv_retrieval,48,0.9375,285.4166666666667,0,0,0.2069277239370421,3.173683329854005,7.59892127806738,19261440,13198080.0,0,,,,,Full KV,
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_128,kv_retrieval,48,0.4583333333333333,128.0,0,0,0.1756313454361588,3.5533783924362674,6.8315424375183165,18201600,5898240.0,0,,,24.0,,H2O,128.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_192,kv_retrieval,48,0.5625,187.79166666666663,0,0,0.1847099018329269,3.513855148396639,6.926271322131389,18201600,8653440.0,0,,,24.0,,H2O,192.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_256,kv_retrieval,48,0.6458333333333334,233.53732638888889,0,0,0.1687459774160137,3.465246989478449,7.032454347535096,18201600,10761400.0,0,,,24.0,,H2O,256.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_96,kv_retrieval,48,0.4583333333333333,96.0,0,0,0.1865635338735956,3.601152821208416,6.7392841044374014,18201600,4423680.0,0,,,24.0,,H2O,96.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_128,kv_retrieval,48,0.5,133.875,0,0,0.1616565920006299,3.314710648501205,7.274274585960686,18201600,6168960.0,0,0.1314248523425097,0.0395909677130708,2.0,0.289475011272652,UCKV2,128.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_192,kv_retrieval,48,0.5625,192.19791666666663,0,0,0.1533765876044223,3.375509881958654,7.17238503869178,18201600,8856480.0,0,0.1643858213295364,0.0471823159002668,2.0,0.2738838063538984,UCKV2,192.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_256,kv_retrieval,48,0.875,236.58333333333331,0,0,0.1620793115838144,3.393039593729251,7.13576049289314,18201600,10901760.0,0,0.1678390559206188,0.048013561499039,2.0,0.2487192115168201,UCKV2,256.0
outputs/experiments/20260711_143603_282105_uckv2_l1_seed43_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed43_b96_256,43,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_96,kv_retrieval,48,0.4583333333333333,101.875,0,0,0.2856723871045687,3.3629883393329387,7.16666177483961,18201600,4694400.0,0,0.1492806954614328,0.0441675328237146,2.0,0.3138029285486943,UCKV2,96.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,full,kv_retrieval,48,0.8333333333333334,286.4583333333333,0,0,0.2190404026438651,3.25944710079178,7.409698248787136,19261440,13246080.0,0,,,,,Full KV,
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_128,kv_retrieval,48,0.3958333333333333,128.0,0,0,0.2034896189361461,3.5875117830009917,6.75753729674907,18201600,5898240.0,0,,,24.0,,H2O,128.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_192,kv_retrieval,48,0.5,188.015625,0,0,0.1925618273338235,3.6097943437080175,6.797469737438642,18201600,8663760.0,0,,,24.0,,H2O,192.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_256,kv_retrieval,48,0.5625,234.4184027777778,0,0,0.1927094305813928,3.599604311770236,6.80334229125251,18201600,10802000.0,0,,,24.0,,H2O,256.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,h2o_hh_96,kv_retrieval,48,0.375,96.0,0,0,0.1922118133746456,3.77899986635263,6.429607205746492,18201600,4423680.0,0,,,24.0,,H2O,96.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_128,kv_retrieval,48,0.3333333333333333,133.875,0,0,0.1952666275856245,3.4357387404582678,7.111088238502963,18201600,6168960.0,0,0.164311834025284,0.0439336575807089,2.0,0.2505247668082229,UCKV2,128.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_192,kv_retrieval,48,0.5208333333333334,192.42708333333331,0,0,0.1896101006647465,3.447460759686692,7.036909390813787,18201600,8867040.0,0,0.1769021348721556,0.0488523778907113,2.0,0.208546520154412,UCKV2,192.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_256,kv_retrieval,48,0.75,237.58072916666663,0,0,0.200163054770807,3.578477806353476,6.809054815770982,18201600,10947720.0,0,0.265209354290467,0.069406166283819,2.0,0.2103085895466822,UCKV2,256.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,calibration,uckv2_fixed_96,kv_retrieval,48,0.3333333333333333,101.875,0,0,0.3958050017290588,3.47207894793731,7.029063520250328,18201600,4694400.0,0,0.1840715426751558,0.0491497470635719,2.0,0.2495029259042741,UCKV2,96.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,full,kv_retrieval,48,0.8958333333333334,286.75,0,0,0.2213953124586017,3.2246699019578955,7.488967213540726,19399680,13259520.0,0,,,,,Full KV,
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_128,kv_retrieval,48,0.5,128.0,0,0,0.1997715164773884,3.535651453188317,6.83968616756284,18339840,5898240.0,0,,,24.0,,H2O,128.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_192,kv_retrieval,48,0.5416666666666666,187.95833333333331,0,0,0.196666309834048,3.588912778564312,6.820994657460219,18339840,8661120.0,0,,,24.0,,H2O,192.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_256,kv_retrieval,48,0.625,234.19444444444449,0,0,0.2042572768750687,3.48255424220891,6.9843230531912495,18339840,10791680.0,0,,,24.0,,H2O,256.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,h2o_hh_96,kv_retrieval,48,0.5,96.0,0,0,0.1934004827304913,3.6589997023138494,6.633334726718317,18339840,4423680.0,0,,,24.0,,H2O,96.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_128,kv_retrieval,48,0.5,133.875,0,0,0.2018807275626386,3.407911051146281,7.086444063953639,18339840,6168960.0,0,0.1364662950897278,0.0399985022727818,2.0,0.286880035918589,UCKV2,128.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_192,kv_retrieval,48,0.5625,192.36458333333331,0,0,0.2180010919382766,3.4227803150006366,7.072220452209418,18339840,8864160.0,0,0.1699793690637913,0.0481698060648256,2.0,0.2703714396422106,UCKV2,192.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_256,kv_retrieval,48,0.8125,237.31770833333331,0,0,0.1983462587707739,3.445995740541548,7.031390264758815,18339840,10935600.0,0,0.2038181293179756,0.0568419549687399,2.0,0.2558850431331552,UCKV2,256.0
outputs/experiments/20260711_162039_650245_uckv2_l1_seed47_b96_256_HuggingFaceTB__SmolLM2-135M-Instruct,uckv2_l1_seed47_b96_256,47,HuggingFaceTB/SmolLM2-135M-Instruct,96,24,1.0,0.5,16,evaluation,uckv2_fixed_96,kv_retrieval,48,0.4791666666666667,101.875,0,0,0.3353372830612595,3.427523763895806,7.074457897800587,18339840,4694400.0,0,0.1500268688311431,0.0435693145231232,2.0,0.3020480354611617,UCKV2,96.0
